Rock_Type,Depth_m,UPV,SHR,EM_Response,Fracture_Density,Moisture,Compressive_Strength,X,Y,Z,Speed_mps,Battery_%,Load_tons,Gas_ppm,Temperature_C,Dust_ug_m3,Vibration,Obstacle,Collapse_Risk
Sandstone,973.5300675899103,3332.850171269548,63.950323966325136,80.56084275912478,0.9647600056830776,0.23274070937008207,212.53335636877242,549.5071073315819,187.1336925848146,-973.5300675899103,7.5128955413237755,86.72711866823381,49.54333810641227,132.73322319503953,14.413872504788252,485.7541416120988,2.445166890293237,0,0.8372259254233745
Sandstone,584.692112098435,5744.46035416631,39.703188498357875,138.9927320538182,0.8063410769467422,0.18899494035367664,247.18468632873925,292.17624885941194,618.0506006905897,-584.692112098435,2.49164183783596,61.715407837553435,49.621546886211895,120.72460166179523,10.074932296875797,3.7018206905130024,4.238608219811707,0,0.7915774737535778
Sandstone,679.7739330014133,1439.9838949077757,48.83767388900553,108.30517937833905,0.7478704426381303,0.172757015041335,117.94258217756135,499.7253374395722,475.2779506044537,-679.7739330014133,4.713229728789831,75.70121877074884,31.26726669231289,76.35602612534784,30.625937927148385,316.5787622417269,3.1510589837192873,0,0.6312867972753503
Basalt,464.85402432993413,871.4471615000512,19.604769855094723,134.53202186250678,0.5674395516952971,0.38207258743436756,51.47501780482855,992.4462615761763,778.0986440052804,-464.85402432993413,5.64785467826185,42.66187951489512,24.38093596677312,68.91857534688025,11.876850546386027,23.716449046747577,8.21184742717752,1,0.5112935428451602
Granite,759.2934466851802,2135.3881130739896,23.003658298167522,196.26116380696354,0.5286185027936048,0.3636014487528137,124.4687220114979,495.3710991330046,830.2972378685716,-759.2934466851802,0.4806713184293221,86.2434291456816,13.79733527046907,177.3147513180663,24.364786867609162,4.891196885520587,5.600850092304977,0,0.7766170073185972
Sandstone,902.8986225552585,2011.895152653346,38.891006522670594,139.89064031575157,0.30967001935349225,0.35494916546913324,141.4417751931394,463.28000847327246,803.3901550234289,-902.8986225552585,7.844093318273,50.865060626068086,35.08484364411038,77.70533850402953,41.66727039252454,260.9706950574062,9.730838884911384,0,0.4228507604239193
Granite,924.7927771495919,1670.0050022286282,29.443888910090887,51.748669234522225,0.538651681097871,0.2800976210370894,84.04163066174567,541.3895512063352,395.8702787937226,-924.7927771495919,5.395253136596467,66.93685055434833,21.9746903213485,191.52153777622783,24.00940873728341,39.3305791848762,7.168861959557367,1,0.7683585664052037
Limestone,743.4222526533665,4455.5958612630475,47.95114087363442,100.55654215724063,0.031110636458195673,0.3667602722239176,214.75540795062125,592.9842506696888,17.197425595950612,-743.4222526533665,5.949210803044046,81.32975459576052,21.42776069264366,142.66643698459538,13.605981314947545,297.9451477285904,5.8248590860970895,1,0.45038928441133635
Granite,977.0701874760397,1561.8013573753574,36.614511841501695,172.42514650339402,0.3322899660110993,0.12917577061266675,131.72278942108153,925.3835652089869,814.9650260946162,-977.0701874760397,1.9526881445862152,65.04079037830829,34.563435398421014,164.0441234214546,39.19958269712912,119.96811251600475,2.7348798909747085,0,0.6785541025935172
Sandstone,412.6963107280633,4834.983842665485,69.31568041225711,49.21182380288327,0.051290367035839335,0.3477463405264624,250.57598559629844,751.912754971356,97.81226635707507,-412.6963107280633,7.3698108924274655,58.18265124054129,28.120542380631164,17.481746901392768,43.823133901633646,465.4155246998072,8.114378513766919,0,0.1718114657628613
Basalt,95.14164052778956,3333.9958327472254,29.973530953776944,65.37167416204194,0.14307300938773393,0.25710171052671565,139.37523116623316,673.5737789552395,281.2489319463,-95.14164052778956,1.9471767916600884,74.2808778977969,37.71243344647309,76.89198883918107,38.161820065081045,320.81332471536734,1.2960504073119394,0,0.4056976557065711
Sandstone,608.2618107035263,1346.1836449804064,68.30596408238101,190.18585701576555,0.2439506762532575,0.29074344753159126,165.5418305495341,452.13231851191074,124.20021794432911,-608.2618107035263,3.2952289586059296,38.915462631415856,18.136678625424835,138.23523797455286,42.39781492021366,399.45637149829537,0.8126014317372621,1,0.457890715779223
Sandstone,123.1181850194345,3479.2860209092332,48.241624496253664,82.07288773860233,0.5597588396469729,0.3275457970228431,183.84842204663332,440.7646119977113,652.5621888439763,-123.1181850194345,2.169352096508331,78.38526982454584,7.860830865186813,101.1320091991418,41.54441711499425,259.12781482081357,0.14808587909699078,0,0.5187500017153103
Granite,369.6752263496729,2649.406073395721,24.312968525820647,41.104681518352535,0.09192884428735248,0.2961895790787066,117.67188748225479,30.172494660619332,341.89785202854097,-369.6752263496729,3.7373121145778603,38.10121335671509,21.14937683239358,197.5006156949625,12.123075465692365,440.2404628714331,6.764383742212373,0,0.6177025898596246
Limestone,482.4891529712024,3014.3815499532498,41.715437545351456,46.92534195877222,0.47077371122642653,0.016894252634326933,165.22839300635712,214.78785130943035,164.8123983997698,-482.4891529712024,0.20337337965715552,79.17008015692129,24.18489291753904,57.64353818157697,42.695158168006266,324.52241057642436,1.9583710601533355,0,0.4214446749378676
Granite,760.7620088092231,2666.2236034110665,30.19867782796219,197.67380420000802,0.3896461331680803,0.02943659937320522,174.17038715418371,739.5641022647569,934.2616978310929,-760.7620088092231,5.695262614727456,57.1039006916508,21.216484331635105,163.20735148055363,37.341919238104964,213.70756489240094,7.304075209020442,0,0.5363362545192523
Granite,586.845811241406,3899.0166830131207,25.765383477197314,102.55742850347345,0.8327966642801836,0.12683888223236398,179.51691122103523,225.42969290781622,270.72387523826603,-586.845811241406,1.250901878560783,54.119438480021856,1.475950598632897,72.73540687799975,30.683247445561065,318.44087008591356,9.86961009588438,0,0.6695455787102988
Limestone,668.8228766033985,3050.7086864224025,61.40790380760138,69.52204724868801,0.5147395946370066,0.2821696050115045,197.05494160927282,393.5863173385489,61.656062459662934,-668.8228766033985,5.384560039082881,41.44594015463481,36.14490216048655,120.92967898551802,29.569914863810773,12.881318012019472,5.110292401523171,0,0.5211636745626371
Granite,836.3268377852858,3499.467508456423,36.54876821077451,36.58338888502417,0.34311974155587244,0.23217509364472885,182.66803682547643,489.6548138464828,967.3562432484442,-836.3268377852858,2.031560402603052,26.84000319941889,45.09385495648892,132.82138085472607,28.333110941505247,14.168192242755007,4.798791355881374,0,0.619845227798322
Limestone,468.42333651092343,988.5056682321557,45.87279067487266,187.6077204882847,0.6483398433778244,0.29750628272658186,93.50644298492593,108.00177297146251,627.0954697257225,-468.42333651092343,6.621613076350626,96.71046954988066,36.5939761452685,161.65830299236728,19.224998693428383,285.876827295187,9.620600642737127,1,0.8132092336076796
Sandstone,716.7389193526635,1692.0455043765458,40.60343324542052,147.85434218776402,0.7025368043306094,0.16806161181935086,127.19717879430343,428.79198320399536,291.44853364610503,-716.7389193526635,2.731701492202321,49.879781433446865,15.271391159927077,150.74456564016972,43.77102964428311,213.90637173986704,8.414865891410464,0,0.7494060669272574
Basalt,337.7528098164247,5810.48181847863,25.69114117925891,151.49112250512488,0.14895601244868129,0.053869960291792876,246.75021682057215,51.0306392858173,321.5792735869879,-337.7528098164247,3.4295155040120733,45.91856244955861,21.752976763786684,22.22314257468099,37.4481238272981,452.4647484957416,4.128420424585004,0,0.06101422139865026
Basalt,695.4197813827388,3620.470212424989,39.46890932377531,80.88150104258685,0.40477072569204986,0.30376071102338453,168.78822838994256,457.9768317754864,881.8160398680985,-695.4197813827388,6.059238180260927,35.96252058994629,14.100445316254229,47.66521702934523,39.45707516375253,313.85708654083845,8.052405843763443,1,0.41648737673063474
Granite,503.6183537642046,2066.9322275328022,53.012384519927714,74.58960317022178,0.21034465499228439,0.05335439144143628,151.36393387421546,748.3527034123107,359.991778954863,-503.6183537642046,5.674453033814625,71.7546512958309,26.191089003425184,0.9553853958252256,30.995674594451454,181.12641599841905,8.876121845711639,0,0.14233662331176336
Granite,151.07839222876015,2227.8238728067136,29.04594985696194,37.09012263181121,0.6108561122256092,0.06312882834605747,119.57116037225103,903.649418308784,684.4529116305939,-151.07839222876015,6.13183661838267,24.58125392505781,9.69691022691514,90.2236937014747,38.84499475692333,153.4705921327333,7.256551159078519,0,0.5963668662336978
Sandstone,984.9176477993718,2618.898406369338,62.50000159813286,53.5805167479528,0.43075068383299153,0.0893339997741324,149.26382298801218,270.3195535107057,323.9563035667757,-984.9176477993718,1.3959299850612004,56.79360427483153,34.65403506544845,173.65563263436206,40.06773436889678,338.1192611561569,7.769507647882174,1,0.6744835993568322
Basalt,356.6531160979511,1105.3834104143316,63.11714128677986,141.32356295902287,0.10948491126079785,0.10474926241926052,150.49604275426177,502.26505646503017,190.1965182595693,-356.6531160979511,2.686507652118829,87.2664349476357,1.1095684916129278,31.682450254906215,33.71969174347409,43.337372119317095,1.799781998716401,0,0.13778032098036141
Limestone,796.6321245720223,3215.989213472943,22.16108356424166,79.11961885127141,0.3389794799020115,0.1059869347621298,126.23096880702454,476.6782052275026,600.9032214857622,-796.6321245720223,3.3136064818454845,60.27917927215795,26.199198049225565,195.87178060994316,19.379556411486107,37.88574807819273,9.784559945975689,1,0.7082366560469484
Granite,142.66891496995282,2293.100637978254,28.035571803815586,184.10502666619197,0.7097798347382246,0.3186987774072831,116.95476980096194,205.4536890207994,341.5527906296234,-142.66891496995282,7.497111516181472,66.81793885620516,43.48405108733467,69.19395613293705,38.3260221540003,139.02637136349676,1.5479642191406662,0,0.5993523442891668
Granite,400.4065979012223,4699.886952766123,47.60925570899898,84.34804297720501,0.8843874889375045,0.2741150712173117,219.5815187852353,619.9917950412641,707.5757962800798,-400.4065979012223,6.911008411755319,71.06860103468875,27.972049094241758,86.23378625302813,43.38423464652728,18.241086241187034,6.307317016164209,0,0.7483521489635694
Limestone,327.5610582947109,1714.0461220340294,25.003750902180954,82.02008554419908,0.7819024337446364,0.3197125894870956,73.96932290409325,974.6577934338418,488.41606658819046,-327.5610582947109,0.8871843895595353,77.83468006474563,37.612491318123766,48.37515021882719,25.294249607131068,403.68632844994136,1.770457048575339,0,0.6100386770280325
Sandstone,421.750684206082,1263.540738903651,45.23914647468354,85.03199082559755,0.7534513814798142,0.24011887881500696,88.75738578074443,606.8894178905242,337.7896919444477,-421.750684206082,2.1099750295787425,53.68183910393125,44.95291196852239,3.2639611873567898,10.013688067804042,315.79469462819213,2.1042024735609868,0,0.42196132292427735
Sandstone,276.6903146072934,1761.5352790205943,50.05630498598945,151.2599447267234,0.7013815943905053,0.014076185599273039,139.62199608206913,138.18443901235756,771.1722225788651,-276.6903146072934,7.61983356233887,69.99591858078233,27.715185130033365,109.88508588785034,44.31660784387268,341.4685680040016,6.303782221332098,0,0.6357806822285117
Sandstone,642.0943319226541,2621.6073614647253,58.43281431613377,136.5940056123049,0.9214348441667459,0.24464206008718917,146.80169109744105,105.80376221183496,17.08893618756302,-642.0943319226541,2.341066609715077,64.73408775060487,30.77082400624116,58.46823703205861,10.88349982722027,314.8249027109732,5.613180806883515,0,0.6517188141875874
Basalt,689.7270459625765,5657.73459514949,43.686843750400314,147.00272679839674,0.05479917181148686,0.23494817618018798,265.9640952171853,182.87921652632767,63.09158232173129,-689.7270459625765,0.34697929515723125,44.5485875821831,1.7067382408645748,155.57297391416117,12.072909410948203,495.2814896193257,5.104045709688627,0,0.4924112358636104
Limestone,539.2425366377918,3899.3640137726147,19.08501460955005,119.99594475672795,0.8745774355927283,0.23705203599909047,163.25673939405448,789.774507220755,137.76027716949645,-539.2425366377918,7.452185538462758,61.15081806986968,1.6197609180518047,111.36076070092047,21.15890196849222,459.2475106498119,4.666707331960978,1,0.7198749549836289
Basalt,836.543691319006,826.0901652203402,47.169178380384125,101.4658598582674,0.1982005041329764,0.27001533413755036,121.46409035424321,260.20316541926826,841.1819744194398,-836.543691319006,5.265128655137179,70.20724863518848,40.191098593281744,184.78560074067815,36.589039335913824,266.33487687128536,3.078524879024822,0,0.5859629570033094
Sandstone,824.4418591204453,4829.885558482436,26.31060804038461,110.57286456862704,0.09703749952409402,0.36186259893416617,211.46782086106637,613.2572840066656,175.77520317470518,-824.4418591204453,5.807658095573074,29.88125286986466,49.53643816721689,133.58452611643645,27.00891810372504,156.95634947176214,8.648547790517755,0,0.5329055256116052
Limestone,66.90199507664882,879.970177682891,20.360504243081344,140.27731063784097,0.5189414679389924,0.3605890701957164,66.33340329026305,436.59187934322676,32.85480882968395,-66.90199507664882,4.861863921658985,85.76248569382581,46.42146569024695,160.5604456148154,12.96301239825555,119.91022241820116,2.048753408011208,0,0.7732208189529379
Sandstone,724.7045660899008,954.6624347005044,35.874928616719146,130.1547529184396,0.5255684838475113,0.30765877335510416,96.19431485964127,801.8517894249605,204.34155688119904,-724.7045660899008,6.656177815588193,55.121386153407926,1.1649859027141385,28.40877821878145,40.71779061558961,332.889574603153,8.716531169993647,0,0.4292833939638356
Basalt,126.47439469959907,2756.478200911788,42.05983119947678,69.10554884146185,0.44699056454976627,0.2564784963765527,160.9289585866883,631.4844407077392,82.70384422530807,-126.47439469959907,4.7333071225433905,45.68713746593729,3.74529441693649,88.4904041162649,20.068949971247,156.60080003693815,2.2331557312730643,0,0.47349071949982646
Limestone,517.2647902133009,2456.5584108461508,34.307696823854194,158.4205434339266,0.352073925962484,0.1123410299501022,145.27630099224015,466.6937137654582,439.48262395640904,-517.2647902133009,4.769993886821948,52.699009576833475,17.35410501633196,109.93845330253227,12.412385919000315,315.76782856531366,0.8453621045314152,0,0.5077476267864617
Basalt,661.080545957418,3638.6752305603745,55.807713726299475,186.2916686008174,0.2478827446698998,0.13070293501372757,229.08255385929084,295.4393321779432,954.0474594632469,-661.080545957418,0.7605356991882619,44.59683552724882,22.790850423150793,45.160898732464275,42.40260746995413,4.0364003253713365,3.5846601348116467,1,0.23379908219065543
Basalt,121.59011568176403,5191.176340921605,27.802332416178025,82.1215579341661,0.08937149562166846,0.24882622495908754,218.49586095797997,181.88011440558117,110.23120974610346,-121.59011568176403,2.4722327484450934,25.391046687735273,24.74755091462123,16.43240568174984,13.761211566117675,48.238300489796714,5.552293592647014,0,0.18358444611058014
Limestone,197.84160987342838,2918.613991600691,68.2676269639787,163.3312464025792,0.849954627564368,0.2866789065862335,199.9894927473374,200.12924288697022,60.80450005547766,-197.84160987342838,7.863247003263973,52.517547148789404,44.03724899833958,92.86207239624483,15.685294555778023,414.6076249059649,7.462858110705499,1,0.6634828747847825
Limestone,672.8850998025002,3019.0218044292797,63.05566713844524,57.18177481511144,0.7389683961514313,0.24523291763982513,171.0588489725166,827.4458045673548,275.4435283847938,-672.8850998025002,5.352955211759854,59.1973576623579,6.398258757856956,92.92992640588473,12.901912009276387,232.8674859435334,3.8144438213056264,1,0.662246838566708
Granite,545.3407446982048,4229.082177174431,51.885886074497954,78.3245215762809,0.18261751205256638,0.07686559582542563,221.51240032374466,227.20403209081064,270.82830854267814,-545.3407446982048,5.297907979301884,70.1292398525139,44.63293092198315,151.93925710545045,22.133504783600003,189.28680326911572,1.1558629205305815,0,0.5130975707489936
Limestone,921.5535227151207,4342.258068204066,39.19585925829355,185.56380309419302,0.27530504857863847,0.1547993386870033,224.39226873268507,874.7169262893611,845.494967510185,-921.5535227151207,4.419355092539464,24.978668352422602,15.729588575743398,123.47571590494455,23.23103373765109,205.74306140056575,8.349914340026073,1,0.5085386843967111
Limestone,88.18159368846838,3443.444682877509,16.357874783100176,72.38500488585267,0.5048482272774837,0.2598489874841427,151.4292429068404,754.5167114797651,36.99697475011299,-88.18159368846838,6.5002904704847655,65.87631343371436,4.208042956192698,137.87867020298245,16.947358042155734,45.01917071035844,5.812837219541946,0,0.6576210541161517
Limestone,835.1518551679144,4266.766385477647,58.27173443926893,98.9526486731456,0.6408511952008559,0.3994592475612056,220.02393009523558,658.2115382607465,850.8701413503863,-835.1518551679144,5.845979461878764,99.19607750818373,0.9609141608533378,171.52260044064477,14.281767814588148,357.1849152084655,5.3554157256184105,0,0.8724473557240972
Sandstone,428.85829131217463,1738.74989217337,34.97706438152039,64.39985296557194,0.7372953651150972,0.10123755782415192,91.19035412456412,65.11231920990235,89.28539352756503,-428.85829131217463,1.0080593814882146,79.8802902382696,41.35325500397465,69.75532487401846,12.802909333000079,197.5187148022568,2.253788634526374,0,0.607401535207425
Limestone,823.9474764702421,5783.4917687832585,54.936164333609874,91.58400393150677,0.6711828409023737,0.35909202447492417,255.67937359476235,611.7062283551804,902.0565350352737,-823.9474764702421,0.7170790474622315,99.29317023192786,11.25638690493137,153.21569037885854,20.452009906712803,194.16025608416237,7.09017965551584,0,0.84829737389716
Sandstone,255.7422976112748,3413.209874254993,58.20376943454972,135.84879338945478,0.8654772509252083,0.24378993437807997,195.35620258992952,908.6710480514853,647.029773788752,-255.7422976112748,4.713400519057306,75.39337759545487,40.762980661969564,67.04454659823264,35.693400795737105,365.72595870450914,5.2556418553341135,0,0.6202416798862121
Basalt,570.8330325378527,2519.8609009271113,54.99628505170286,124.68418022404026,0.25724487453101885,0.2763380021980309,168.05756317623994,70.43795060709468,787.5798129893244,-570.8330325378527,6.7153039574511295,76.6308565827988,25.761050349172947,175.79627251772322,38.76250176386813,287.4289153290131,8.211125116702378,1,0.5551964794458897
Granite,62.73811234094242,895.8827598272248,53.596248674834435,36.35213872343666,0.5026836626597885,0.09362613151709764,89.87994632408726,970.2076958803411,405.476922350285,-62.73811234094242,6.8059456600528545,53.44333739412856,7.481133294010023,91.32056635296387,12.6721631009754,272.47055115870114,3.0942871686472517,0,0.5925287731495383
Basalt,387.0260115653189,2209.183060420479,58.722558737778726,78.6639668305867,0.5065578176158549,0.18418053908071153,148.11785292321645,476.3504531006605,318.2772041063994,-387.0260115653189,4.267647082329263,75.86603369638149,49.91386623486892,180.0322002367751,16.468429536002596,287.89410121136467,3.0421938973562335,1,0.6776854713420363
Sandstone,768.4974926192878,4214.714185992201,26.088247866067576,185.95322681879526,0.30660689149648535,0.14757004086682507,191.7344646031807,434.8261754906957,768.8686986441232,-768.4974926192878,3.497281750274781,33.38100906543793,7.355551052002868,32.15314252050525,30.61245390016401,39.04784785451787,0.9689745551936235,0,0.22370725644417166
Basalt,831.4689305978735,3614.1566382930796,64.58039067252578,78.4000626876244,0.3739988288456382,0.29137031762338955,212.42031733089163,824.6516566169228,564.5864209095497,-831.4689305978735,6.76874230425576,96.06560867931007,11.233256240100765,60.97422522618996,31.604069932434786,295.9283976603647,8.642110820526499,0,0.42217246260484886
Limestone,803.1468556843023,4806.727201297268,61.135034979640665,132.45656567591692,0.3360910705282799,0.17641213211538853,247.975817076938,985.006128043848,613.6158716321443,-803.1468556843023,5.2889536120649945,96.26855058625503,16.686955105272066,81.50924271057553,11.107545045910387,8.945871294518682,6.542979701565983,1,0.4288019595321202
Granite,981.129551172581,4983.077745872091,52.73947690350414,126.97510667640749,0.5191275339939996,0.004180185206215947,269.7814079445113,144.30564113037337,834.3317453545191,-981.129551172581,4.255434572808401,43.61426362218276,0.6239500389882136,110.29018574211054,40.43941398884474,271.17924728552003,0.45696984409131614,0,0.5628081228455132
Granite,256.8458893666101,2838.801617904785,19.47765774990515,48.67956115058511,0.00367692798830499,0.3881245997887284,130.61227469847438,904.4387384518518,51.615782911404004,-256.8458893666101,2.887049203459502,49.18447027384309,39.74527493249763,100.79902225402083,36.14185021114383,360.4909956827911,9.204439967689153,0,0.33038421715794564
Sandstone,550.6620378522555,1527.8216501122542,68.83464813007272,52.6871503192195,0.7871046541891416,0.2104709423897028,133.53636705134892,380.21140720354595,120.83736233112508,-550.6620378522555,6.054221942370433,40.95810738635036,34.86412271343185,84.63633331889639,21.32821087967629,112.02535233677457,0.9062059888046647,0,0.6945120985848285
Limestone,191.4267565414785,5780.437038099817,41.244363455826075,123.9944276300611,0.9487976725315708,0.19839532530567522,264.2605125556375,724.0708890772754,202.51311920806404,-191.4267565414785,5.791879517844942,83.95382426838698,6.855566992979561,86.07122590145875,30.37582638897167,332.91013819919294,7.522607189078992,1,0.7422351301021001
Granite,949.911595216669,986.4884911367145,25.055001871753408,123.41440344728294,0.23738163856882655,0.23908663195097724,70.7732490398547,65.77114774969218,30.294582797430024,-949.911595216669,6.870849777737013,56.40313091832474,43.409346388089176,78.85859757860287,35.58424922105198,237.0013897056999,3.054016257634369,0,0.39655022219155667
Basalt,374.12526896215456,3060.9170876198327,56.006514135830486,156.40063802486526,0.05282687796203711,0.3888110605835628,187.51829173783742,419.07745998472825,882.9850107505227,-374.12526896215456,6.751423006222045,64.00641164301804,14.519184447195704,29.499226043957517,16.724382590994068,483.29137897142556,0.07672068301054158,0,0.29752656760108
Basalt,886.962450952489,1598.0978625650123,36.55220129017377,123.27815326383491,0.870332034137046,0.33613406206447416,103.17280949330109,45.18145989914846,240.83390048737775,-886.962450952489,6.4421370120954125,54.04363066067114,26.6785210783641,129.78257150983308,43.090423417147235,266.6794595629696,6.129479019255156,0,0.8529730680830119
Sandstone,355.0714780769667,4075.92768817633,27.30900821783367,47.708993769759246,0.4076935890164859,0.2910505021402611,177.7115879262285,572.2253831718234,466.06438656126335,-355.0714780769667,3.466382426375729,66.457319656745,11.74878621760076,159.7990428040002,33.01242406806804,425.06685048257077,9.90611367530014,1,0.6695402508012456
Granite,592.5534503767092,1617.275275358625,42.08245979187393,134.0026171942191,0.7192028255532832,0.16371512256392218,108.86364516960121,985.2144005739976,893.7880186559005,-592.5534503767092,7.948618421386471,95.03999622803703,42.746571491038225,98.48238218085972,38.11989606607537,196.77975573210855,2.0359090496285157,0,0.7263540808737192
Basalt,810.6400468927877,2277.0837218562324,52.253581288746815,98.10387057061469,0.7880859239486069,0.34219741887236116,134.43481523690647,454.8598611440949,357.93306034295694,-810.6400468927877,6.201816494444264,71.84708705020765,15.191317409652093,188.68114880287047,10.284968953610495,483.6871337008429,1.2599896765971985,1,0.8887081265027226
Basalt,390.8377731746247,5381.001836966703,60.55385111833651,61.6130160969518,0.6845497060251122,0.3076183304051711,252.90813428955138,797.8594838444232,16.980874027615055,-390.8377731746247,6.416345470502575,54.65983859743802,35.72719011152163,32.121566316862385,44.66939232730395,465.9499372818215,9.154814412089301,0,0.43600056696067474
Basalt,541.7101854869032,3303.65163448677,24.264748261322246,101.0116911667599,0.607907452885563,0.07754942825051488,153.4614011608002,688.1042588063991,174.96537435485493,-541.7101854869032,0.00779828611394251,73.99181635226495,25.95591508985194,115.67193108743892,23.001759380436194,28.904847370995633,1.9597042545812782,0,0.6290702527636628
Sandstone,316.60360320791955,3941.192181166926,15.489383071645413,83.2687743940509,0.5910604493745735,0.17511965643893693,174.30695674828263,240.45680959591297,720.3300333525946,-316.60360320791955,4.938364625559525,34.8874028386464,13.547345925450733,145.58828022241858,30.62489699267484,81.51550964105265,1.4691543536544038,1,0.7357782519506598
Basalt,821.7756324238636,1980.9479588982078,32.77091946188391,43.85669739141255,0.4383986971606766,0.30640768287248255,88.96755005760909,857.5074876129949,642.6974735380763,-821.7756324238636,4.652140552011178,53.269317879587916,24.47721310048074,84.54667673797253,30.053168833376365,250.68111521383113,0.5515059115193865,1,0.6054073046893014
Basalt,995.4220493886171,1831.1685737106268,61.15108223905415,143.47502523000054,0.3995557713425344,0.03191161382453083,152.17440520884702,72.19236698551757,885.7023967145337,-995.4220493886171,1.0478620759240291,70.46535675737684,8.161271788265068,54.10889746093586,16.92834769075638,462.3998196348821,7.186449129032769,1,0.3797619730080469
Granite,585.7603767770096,960.0492162745197,45.075589671987174,66.47106933906363,0.49065134228916985,0.035769941154988064,86.33280083811434,309.4720352608852,506.5355636072124,-585.7603767770096,1.1885928184258612,40.07647079069275,40.20873895027826,11.462470984116258,27.067829339137297,78.32143432888483,1.7881385358331636,0,0.38317263552996883
Sandstone,902.498211550054,2515.265878700764,36.10433049388594,75.68783794674874,0.002100195155822826,0.13802354263839717,146.86519811508006,670.3739065861159,476.1804650216956,-902.498211550054,2.2763670862402643,77.62974618587369,15.006518241446726,92.1753767580262,38.90294378976244,13.903219374609643,6.012311808808733,0,0.2473387989227764
Sandstone,943.8853883813098,5435.660257307648,20.724837756777813,64.92091175020954,0.2064626012798363,0.33920609625667764,210.6412163676966,463.48544174278493,891.4470062774764,-943.8853883813098,6.052998865229055,86.89406096985822,9.20356221820337,124.45730854689687,38.98221133011883,165.829388603696,3.1604066755712354,1,0.501340419885185
Granite,87.48043726191588,4138.242600553511,39.361965254789645,170.08762839130213,0.5608669573387519,0.21664678592589715,199.34546440847555,364.4990475618237,667.1385474205698,-87.48043726191588,4.358889480451703,35.353844950396876,35.39311880587721,125.75365311765923,44.62267250100284,307.30675148168666,8.20141841260536,0,0.7552525296272572
Basalt,586.9795409702846,5917.599833843336,50.21836352659008,90.02696606151216,0.7074281207151448,0.03227004181922433,275.9596660238122,274.55413957466016,769.7464603185709,-586.9795409702846,1.4497463600744913,57.40297348051052,0.82118221082359,26.687927148002878,35.26147348877153,172.64248886659183,4.762028428283918,0,0.42117539506148877
Basalt,295.8771048508593,5178.9076012993155,16.07887481118725,143.92951468636704,0.013526359985413738,0.21059125817146684,213.63571585836672,89.43206006910009,910.974837282402,-295.8771048508593,4.982778019724864,28.07654866505026,18.184569101631602,21.425670376403282,11.495556969733432,188.42966010293898,5.346180198180593,0,0.07958179756083053
Basalt,568.7190557894913,1739.0541252974322,41.47955738956544,138.8753102029586,0.9174495425519339,0.08521667134514521,118.1037385452709,707.8960641162199,579.4330916195619,-568.7190557894913,0.16630993548732054,46.89812690051119,47.096940052508145,41.71022342204678,43.49720830500955,417.5333057374433,9.582113411937355,0,0.5301492307967666
Basalt,579.8824140985564,5914.374942057572,40.4679225147959,65.96061076457946,0.08390411573077106,0.2521212339973317,264.6101713399375,138.85124659022952,390.01803268293725,-579.8824140985564,2.5432174959912386,57.39792925461977,28.13439087635205,6.351971115365762,24.94749230270979,240.52847371144694,4.267409271685185,0,0.21179777317394588
Limestone,188.8594096528961,4780.257325189466,47.22377072540751,163.29253487643308,0.029559370828168396,0.2704856558464421,269.88292051896616,707.3231954115115,216.2697918584905,-188.8594096528961,0.6862954420421037,38.37842598079511,2.1842240160298454,130.10614606897533,26.003756756790363,469.9121619292455,8.343426705990604,0,0.31161563393744923
Limestone,540.4821866419034,3287.4447860050054,66.09834136222779,170.1188115509287,0.1203955974889922,0.3506369381650666,203.40271806640106,479.63147591328806,923.4337440059512,-540.4821866419034,6.077565164076034,90.2943350225718,47.492667200295465,116.0706256064172,23.137414811055276,119.98696937426362,7.8680655386206535,1,0.42819894491918054
Basalt,205.048671937504,2022.116006195997,20.060716762292376,80.09394314415815,0.5401370398974888,0.2623547041617807,104.86631189835597,932.229188600766,686.0640162608362,-205.048671937504,5.806163425531579,88.21420784836656,23.833253274610293,15.163893080147094,29.036315593093867,428.8773137169492,6.4303221458241255,0,0.36135702856211627
Sandstone,339.2004544858809,1502.4787894994806,33.220905623607734,95.92976586112044,0.3363102599670744,0.10023716060598492,113.55199770098105,647.9884721485287,500.6912179652482,-339.2004544858809,4.66747482325207,28.107367675436805,7.460449212357679,7.757643657367574,22.962748149992827,418.06196957784795,9.087442388979106,1,0.14026653808783957
Limestone,506.6874551919982,3399.18235206028,56.9936943059341,172.49382988648966,0.6756272645819151,0.2218047585017986,202.47155129705862,898.2382852081231,126.88549996072362,-506.6874551919982,4.8622713429814715,29.04805152519364,31.247312722795733,157.13843141913168,15.822634495784502,454.997399878647,5.48747894747725,0,0.7221591029370974
Granite,380.9993107764272,2214.050384672174,57.589973266547084,74.90686507291011,0.038096668599911676,0.2653723097622409,144.7337150022178,755.4105918095853,409.9529932667747,-380.9993107764272,6.435150225263299,85.97405948282648,15.971844251447632,30.822462060676425,31.437193548305192,303.8356483584987,2.0594944492551583,0,0.2162031095950891
Sandstone,697.5044557306368,1899.323481667758,25.33220510932439,119.28554550481222,0.6003447933233418,0.13762832903734418,119.0156906073458,691.3347341491419,619.3850493443492,-697.5044557306368,4.421263864366959,99.20419404188345,29.405609324162736,150.07758260484565,42.668865896006466,460.28588021602064,5.553202451287712,1,0.6834518003132971
